OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,Order Quantity,Discount Applied,Unit Cost,Unit Price,Procurement_to_Order_Days,Order_to_Ship_Days,Ship_to_Delivery_Days,Total_Lead_Time,Profit_Margin,Total_Revenue,Price_Quantity_Interaction,Cost_Quantity_Interaction,Discount_Price_Interaction,Margin_Quantity_Interaction,LeadTime_Quantity_Interaction,Price_Cost_Ratio,Discount_Margin_Interaction,iso_forest_outlier,Discount Applied_transformed,Total_Revenue_transformed,Price_Quantity_Interaction_transformed,Cost_Quantity_Interaction_transformed,Discount_Price_Interaction_transformed,Margin_Quantity_Interaction_transformed,_SalesTeamID_x__CustomerID,_SalesTeamID_x__StoreID,_SalesTeamID_x__ProductID,_SalesTeamID_x_Order Quantity,_SalesTeamID_x_Discount Applied,_SalesTeamID_x_Unit Cost,_SalesTeamID_x_Unit Price,_SalesTeamID_x_Procurement_to_Order_Days,_SalesTeamID_x_Order_to_Ship_Days,_CustomerID_x__StoreID,_CustomerID_x__ProductID,_CustomerID_x_Order Quantity,_CustomerID_x_Discount Applied,_CustomerID_x_Unit Cost,_CustomerID_x_Unit Price,_CustomerID_x_Procurement_to_Order_Days,_CustomerID_x_Order_to_Ship_Days,_StoreID_x__ProductID,_StoreID_x_Order Quantity,_StoreID_x_Discount Applied,_StoreID_x_Unit Cost,_StoreID_x_Unit Price,_StoreID_x_Procurement_to_Order_Days,_StoreID_x_Order_to_Ship_Days,_ProductID_x_Order Quantity,_ProductID_x_Discount Applied,_ProductID_x_Unit Cost,_ProductID_x_Unit Price,_ProductID_x_Procurement_to_Order_Days,_ProductID_x_Order_to_Ship_Days,Order Quantity_x_Discount Applied,Order Quantity_x_Unit Cost,Order Quantity_x_Unit Price,Order Quantity_x_Procurement_to_Order_Days,Order Quantity_x_Order_to_Ship_Days,Discount Applied_x_Unit Cost,Discount Applied_x_Unit Price,Discount Applied_x_Procurement_to_Order_Days,Discount Applied_x_Order_to_Ship_Days,Unit Cost_x_Procurement_to_Order_Days,Unit Cost_x_Order_to_Ship_Days,Unit Price_x_Procurement_to_Order_Days,Unit Price_x_Order_to_Ship_Days,Procurement_to_Order_Days_x_Order_to_Ship_Days
SO - 0002192,Wholesale,WARE-UHY1004,2018-10-27,2019-01-28,2019-02-22,2019-03-04,8,0.05,2966.43,3852.5,93,25,10,128,0.2337641542190445,27557.032999999996,30820.0,19836.636,192.625,1.870113233752356,1024.0,1.2986991097042135,0.011688207710952227,0.0,-1.1667839207886594,1.7104498980769889,1.699646982286048,1.7226768514200759,0.1781324681251315,0.2104946027334361,1144,6578,910,208,1.3,77127.18,100165.0,2418,650,11132,1540,352,2.2,130522.92,169510.0,4092,1100,8855,2024,12.65,750506.7899999999,974682.5,23529,6325,280,1.75,103825.04999999999,134837.5,3255,875,0.4,23731.44,30820.0,744,200,148.3215,192.625,4.65,1.25,275877.99,74160.75,358282.5,96312.5,2325
SO - 0002193,Online,WARE-UHY1004,2018-10-27,2019-01-28,2019-02-24,2019-03-04,7,0.075,850.3,1735.3,93,27,8,128,0.8877484417264497,11236.067500000001,12147.1,5952.099999999999,130.14749999999998,6.2142390920851485,896.0,2.040809126190516,0.06658113312948373,0.0,-0.3550422678826752,0.6532669027237221,0.6018623544413829,0.3597225848284852,-0.21562730587668785,1.6228811652784774,624,3289,143,91,0.975,11053.9,22558.899999999998,1209,351,12144,528,336,3.5999999999999996,40814.399999999994,83294.4,4464,1296,2783,1771,18.974999999999998,215125.9,439030.89999999997,23529,6831,77,0.825,9353.3,19088.3,1023,297,0.525,5952.099999999999,12147.1,651,189,63.772499999999994,130.14749999999998,6.975,2.025,79077.9,22958.1,161382.9,46853.1,2511
SO - 0002194,In-Store,WARE-NMK1003,2018-10-27,2019-01-28,2019-02-17,2019-02-27,3,0.3,1098.8,2680.0,93,20,10,123,0.7073170731707316,5628.0,8040.0,3296.3999999999996,804.0,2.121951219512195,369.0,2.3809588318433983,0.12500000000000003,0.0,1.799423038740718,-0.062032315813000345,0.16679465434252624,-0.22047789605947357,1.780840073301732,0.3500008970859327,108,572,32,12,1.2,4395.2,10720.0,372,80,3861,216,81,8.1,29667.6,72360.0,2511,540,1144,429,42.9,157128.4,383240.0,13299,2860,24,2.4,8790.4,21440.0,744,160,0.8999999999999999,3296.3999999999996,8040.0,279,60,329.64,804.0,27.9,6.0,102188.4,21976.0,249240.0,53600.0,1860
SO - 0002195,In-Store,WARE-NMK1003,2018-10-27,2019-01-28,2019-02-22,2019-02-26,3,0.075,686.75,1675.0,93,25,4,122,1.1951283014260554,4648.125,5025.0,2060.25,125.625,3.7682926829268295,366.0,2.3809588318433983,0.09420731707317073,0.0,-0.3550422678826752,-0.24607745999578312,-0.29388787757019247,-0.6448844629505637,-0.250223406298051,1.0192253070891073,336,931,189,21,0.525,4807.25,11725.0,651,175,6384,1296,144,3.5999999999999996,32964.0,80400.0,4464,1200,3591,399,9.975,91337.75,222775.0,12369,3325,81,2.025,18542.25,45225.0,2511,675,0.22499999999999998,2060.25,5025.0,279,75,51.50625,125.625,6.975,1.875,63867.75,17168.75,155775.0,41875.0,2325
SO - 0002196,Distributor,WARE-UHY1004,2018-10-27,2019-01-28,2019-02-25,2019-03-04,3,0.075,908.12,1681.7,93,27,7,128,0.7129591904153638,4666.717500000001,5045.1,2724.36,126.1275,2.1388775712460912,384.0,1.8518477734218108,0.053471939281152285,0.0,-0.3550422678826752,-0.24229515005224253,-0.2901238674199473,-0.3963849750713894,-0.24632598329676172,0.35889258752670505,552,5760,384,72,1.7999999999999998,21794.88,40360.8,2232,648,5520,368,69,1.7249999999999999,20886.76,38679.1,2139,621,3840,720,18.0,217948.8,403608.0,22320,6480,48,1.2,14529.92,26907.2,1488,432,0.22499999999999998,2724.36,5045.1,279,81,68.109,126.1275,6.975,2.025,84455.16,24519.24,156398.1,45405.9,2511
SO - 0002197,Distributor,WARE-PUJ1005,2018-10-27,2019-01-28,2019-02-25,2019-02-28,8,0.1,2374.55,3892.7,93,27,3,124,0.4754079720368068,27557.032999999996,31054.5,18996.4,389.27,3.8032637762944543,992.0,1.6393421911519386,0.04754079720368068,0.0,0.2379668888183211,1.7104498980769889,1.7092952970448676,1.669065214733298,0.9332254427394661,1.0303002420022798,950,7825,75,200,2.5,59363.75000000001,97317.5,2325,675,11894,114,304,3.8000000000000003,90232.90000000001,147922.6,3534,1026,939,2504,31.3,743234.15,1218415.0999999999,29109,8451,24,0.30000000000000004,7123.650000000001,11678.099999999999,279,81,0.8,18996.4,31141.6,744,216,237.45500000000004,389.27,9.3,2.7,220833.15000000002,64112.850000000006,362021.1,105102.9,2511
SO - 0002198,Distributor,WARE-MKL1006,2018-10-27,2019-01-28,2019-02-14,2019-02-20,3,0.1,1870.51,3979.8,93,17,6,116,0.9148895221089437,10745.460000000001,11939.400000000001,5611.53,397.98,2.744668566326831,348.0,2.1276550245653794,0.09148895221089437,0.0,0.2379668888183211,0.6045955769960014,0.5830788993388277,0.2994154141468072,0.9580218795063941,0.6440705091558747,1104,8050,115,69,2.3000000000000003,43021.73,91535.40000000001,2139,391,16800,240,144,4.800000000000001,89784.48,191030.40000000002,4464,816,1750,1050,35.0,654678.5,1392930.0,32550,5950,15,0.5,9352.55,19899.0,465,85,0.30000000000000004,5611.53,11939.400000000001,279,51,187.05100000000002,397.98,9.3,1.7000000000000002,173957.43,31798.67,370121.4,67656.6,1581
SO - 0002199,Distributor,WARE-UHY1004,2018-10-27,2019-01-28,2019-02-10,2019-02-12,1,0.075,507.06,1152.4,93,13,2,108,1.1022561432572084,1065.97,1152.4,507.06,86.43,1.1022561432572084,118.0,2.272709344061399,0.08266921074429064,0.0,-0.3550422678826752,-1.485517151609511,-1.52570130737858,-1.738796943484254,-0.6068617328560656,-0.3260011204471548,984,5736,864,24,1.7999999999999998,12169.44,27657.600000000002,2232,312,9799,1476,41,3.0749999999999997,20789.46,47248.4,3813,533,8604,239,17.925,121187.34,275423.60000000003,22227,3107,36,2.6999999999999997,18254.16,41486.4,3348,468,0.075,507.06,1152.4,93,13,38.0295,86.43,6.975,0.975,47156.58,6591.78,107173.20000000001,14981.2,1209
SO - 0002200,Online,WARE-MKL1006,2018-10-27,2019-01-28,2019-01-31,2019-02-01,1,0.1,1565.79,3819.0,93,3,1,97,1.1951219512195121,3437.1,3819.0,1565.79,381.90000000000003,1.1951219512195121,118.0,2.3809588318433983,0.11951219512195121,0.0,0.2379668888183211,-0.5250229478655857,-0.5467813171986166,-0.8785275723180509,0.9118590572325754,-0.24958071299646142,570,5220,90,15,1.5,23486.85,57285.0,1395,45,13224,228,38,3.8000000000000003,59500.02,145122.0,3534,114,2088,348,34.800000000000004,544894.92,1329012.0,32364,1044,6,0.6000000000000001,9394.74,22914.0,558,18,0.1,1565.79,3819.0,93,3,156.579,381.90000000000003,9.3,0.30000000000000004,145618.47,4697.37,355167.0,11457.0,279
SO - 0002201,In-Store,WARE-PUJ1005,2018-10-27,2019-01-28,2019-02-19,2019-02-27,5,0.075,1955.86,2385.2,93,22,8,123,0.1280510875011504,11031.550000000001,11926.0,9779.3,178.89,0.6402554375057521,615.0,1.2195146891903705,0.00960383156258628,0.0,-0.3550422678826752,0.6331979268264416,0.5818577224310535,0.8907882502618212,0.10239134472186989,-0.7772262895013279,240,2680,450,50,0.75,19558.6,23852.0,930,220,6432,1080,120,1.7999999999999998,46940.64,57244.799999999996,2232,528,12060,1340,20.099999999999998,524170.48,639233.6,24924,5896,225,3.375,88013.7,107333.99999999999,4185,990,0.375,9779.3,11926.0,465,110,146.68949999999998,178.89,6.975,1.65,181894.97999999998,43028.92,221823.59999999998,52474.399999999994,2046
SO - 0002202,Distributor,WARE-NMK1003,2018-10-27,2019-01-28,2019-02-06,2019-02-13,3,0.075,2056.03,3879.3,93,9,7,109,0.7452821700072471,10765.057500000003,11637.900000000001,6168.09,290.9475,2.2358465100217413,327.0,1.886791535142878,0.05589616275054353,0.0,-0.3550422678826752,0.6065750710753192,0.5553212933724578,0.3964791721486109,0.613013986748122,0.4087536238634882,192,2544,696,72,1.7999999999999998,49344.72,93103.20000000001,2232,216,848,232,24,0.6,16448.24,31034.4,744,72,3074,318,7.949999999999999,217939.18000000002,411205.80000000005,9858,954,87,2.175,59624.87,112499.70000000001,2697,261,0.22499999999999998,6168.09,11637.900000000001,279,27,154.20225000000002,290.9475,6.975,0.6749999999999999,191210.79,18504.27,360774.9,34913.700000000004,837
SO - 0002203,Online,WARE-XYS1001,2018-10-27,2019-01-28,2019-02-22,2019-03-04,8,0.075,2405.97,3819.0,93,25,10,128,0.4682539682539685,27557.032999999996,30552.0,19247.76,286.425,3.746031746031748,1024.0,1.5873015873015215,0.03511904761904763,0.0,-0.3550422678826752,1.7104498980769889,1.6885450095571013,1.6853093895322302,0.596096776435083,1.0121249655885558,270,480,300,120,1.125,36089.549999999996,57285.0,1395,375,576,360,144,1.3499999999999999,43307.46,68742.0,1674,450,640,256,2.4,76991.04,122208.0,2976,800,160,1.5,48119.399999999994,76380.0,1860,500,0.6,19247.76,30552.0,744,200,180.44774999999998,286.425,6.975,1.875,223755.21,60149.24999999999,355167.0,95475.0,2325
SO - 0002204,In-Store,WARE-PUJ1005,2018-10-27,2019-01-28,2019-02-20,2019-02-28,7,0.075,141.24,214.4,93,23,8,124,0.3602555933163409,1344.8574999999998,1453.8999999999999,988.6800000000001,18.09,2.521789153214386,868.0,1.4705465873679762,0.027019169498725567,0.0,-0.3550422678826752,-1.3092167408368771,-1.3506963855047296,-1.2479579921587662,-1.9204842120434626,0.5459995187258883,384,2088,288,56,0.6,1129.92,1715.2,744,184,12528,1728,336,3.5999999999999996,6779.52,10291.2,4464,1104,9396,1827,19.575,36863.64,55958.4,24273,6003,252,2.6999999999999997,5084.64,7718.400000000001,3348,828,0.525,988.6800000000001,1500.8,651,161,10.593,16.08,6.975,1.7249999999999999,13135.320000000002,3248.5200000000004,19939.2,4931.2,2139
SO - 0002205,In-Store,WARE-NMK1003,2018-10-27,2019-01-28,2019-02-20,2019-02-23,4,0.075,884.4,1105.5,93,23,3,119,0.15625000000000014,4090.3500000000004,4422.0,3537.6,82.9125,0.6250000000000006,476.0,1.2499999999998586,0.01171875000000001,0.0,-0.3550422678826752,-0.365899219345688,-0.4131152214151241,-0.15394944508073782,-0.6454597677552376,-0.7946408230197908,66,350,36,8,0.15,1768.8,2211.0,186,46,5775,594,132,2.475,29185.2,36481.5,3069,759,3150,700,13.125,154770.0,193462.5,16275,4025,72,1.3499999999999999,15919.199999999999,19899.0,1674,414,0.3,3537.6,4422.0,372,92,66.33,82.9125,6.975,1.7249999999999999,82249.2,20341.2,102811.5,25426.5,2139
SO - 0002206,In-Store,WARE-NBV1002,2018-10-27,2019-01-28,2019-02-01,2019-02-10,3,0.1,129.44,214.4,93,4,9,106,0.42851936218678816,744.0015000000001,857.6,490.94700000000006,18.09,1.2855580865603644,318.0,1.5872437357616516,0.04285193621867882,0.0,0.2379668888183211,-1.7453914121882859,-1.7386657337172247,-1.7612413241584624,-1.9204842120434626,-0.17877691283557884,300,876,492,36,1.2000000000000002,1553.28,2572.8,1116,48,1825,1025,75,2.5,3236.0,5360.0,2325,100,2993,219,7.300000000000001,9449.119999999999,15651.2,6789,292,123,4.1000000000000005,5307.04,8790.4,3813,164,0.30000000000000004,388.32,643.2,279,12,12.944,21.44,9.3,0.4,12037.92,517.76,19939.2,857.6,372
SO - 0002207,In-Store,WARE-NBV1002,2018-10-27,2019-01-28,2019-02-24,2019-02-26,1,0.075,773.98,1018.4,93,27,2,122,0.21711155327011028,942.02,1018.4,773.98,76.38,0.21711155327011028,122.0,1.3157962738053546,0.01628336649525827,0.0,-0.3550422678826752,-1.5765871430434801,-1.6160725477978028,-1.4339828267771035,-0.7210985161830213,-1.3490382322122152,30,390,264,6,0.44999999999999996,4643.88,6110.4,558,162,325,220,5,0.375,3869.9,5092.0,465,135,2860,65,4.875,50308.700000000004,66196.0,6045,1755,44,3.3,34055.12,44809.6,4092,1188,0.075,773.98,1018.4,93,27,58.0485,76.38,6.975,2.025,71980.14,20897.46,94711.2,27496.8,2511
SO - 0002208,In-Store,WARE-NBV1002,2018-10-27,2019-01-29,2019-02-22,2019-02-28,8,0.075,1161.91,2525.9,94,24,6,124,1.0108764878518988,18691.66,20207.2,9295.28,189.4425,6.800000000000002,992.0,2.173920527407271,0.0758157365888924,0.0,-0.3550422678826752,1.2339435471312896,1.1809688307408361,0.8345703274193469,0.1610153918053705,1.731406340857918,473,946,418,88,0.825,12781.01,27784.9,1034,264,3698,1634,344,3.225,49962.130000000005,108613.7,4042,1032,3268,688,6.45,99924.26000000001,217227.4,8084,2064,304,2.85,44152.58,95984.2,3572,912,0.6,9295.28,20207.2,752,192,87.14325000000001,189.4425,7.05,1.7999999999999998,109219.54000000001,27885.840000000004,237434.6,60621.600000000006,2256
SO - 0002209,Online,WARE-PUJ1005,2018-10-27,2019-01-29,2019-02-03,2019-02-12,7,0.3,2354.11,3859.2,94,5,9,108,0.14754195853209895,18910.079999999998,27014.399999999998,16478.77,840.18,1.0327937097246926,756.0,1.639345655045786,0.04426258755962968,0.0,1.799423038740718,1.2477703992398155,1.5338064857187597,1.4955020366015772,1.834652744286364,-0.3858431235644312,60,5740,800,140,6.0,47082.200000000004,77184.0,1880,100,861,120,21,0.8999999999999999,7062.33,11577.599999999999,282,15,11480,2009,86.1,675629.5700000001,1107590.4,26978,1435,280,12.0,94164.40000000001,154368.0,3760,200,2.1,16478.77,27014.399999999998,658,35,706.2330000000001,1157.76,28.2,1.5,221286.34000000003,11770.550000000001,362764.8,19296.0,470
SO - 0002210,Distributor,WARE-MKL1006,2018-10-27,2019-01-29,2019-02-11,2019-02-14,1,0.075,1522.24,2378.5,94,13,3,110,0.4453125000000001,2200.1125,2378.5,1522.24,178.3875,0.4453125000000001,118.0,1.5624999999998972,0.03339843750000001,0.0,-0.3550422678826752,-0.9128901796302734,-0.9570171210072203,-0.901973449901386,0.0995246297645231,-1.0157078136825661,440,7502,836,22,1.65,33489.28,52327.0,2068,286,6820,760,20,1.5,30444.8,47570.0,1880,260,12958,341,25.575,519083.84,811068.5,32054,4433,38,2.85,57845.12,90383.0,3572,494,0.075,1522.24,2378.5,94,13,114.16799999999999,178.3875,7.05,0.975,143090.56,19789.12,223579.0,30920.5,1222
SO - 0002211,In-Store,WARE-NMK1003,2018-10-27,2019-01-29,2019-02-07,2019-02-17,3,0.2,1386.9,2010.0,94,9,10,113,0.1594202898550724,4824.0,6030.0,4160.700000000001,402.0,0.4782608695652172,339.0,1.449275362318736,0.03188405797101448,0.0,1.4194088442496877,-0.21079341038653698,-0.11941967101116369,0.001725236708582819,0.9693054790415268,-0.97279645627481,110,1070,70,30,2.0,13869.0,20100.0,940,90,1177,77,33,2.2,15255.900000000001,22110.0,1034,99,749,321,21.400000000000002,148398.30000000002,215070.0,10058,963,21,1.4000000000000001,9708.300000000001,14070.0,658,63,0.6000000000000001,4160.700000000001,6030.0,282,27,277.38000000000005,402.0,18.8,1.8,130368.6,12482.1,188940.0,18090.0,846
SO - 0002212,In-Store,WARE-NBV1002,2018-10-27,2019-01-29,2019-02-13,2019-02-17,2,0.05,1585.02,3865.9,94,15,4,113,1.1951283014260554,7345.21,7731.8,3170.04,193.29500000000002,2.634143417748672,226.0,2.3809588318433983,0.0658535854437168,0.0,-1.1667839207886594,0.20395028565569062,0.12710292513897575,-0.2569841640984835,0.18170436892352915,0.5963339195392667,72,960,72,24,0.6000000000000001,19020.239999999998,46390.8,1128,180,480,36,12,0.30000000000000004,9510.119999999999,23195.4,564,90,480,160,4.0,126801.6,309272.0,7520,1200,12,0.30000000000000004,9510.119999999999,23195.4,564,90,0.1,3170.04,7731.8,188,30,79.251,193.29500000000002,4.7,0.75,148991.88,23775.3,363394.60000000003,57988.5,1410
SO - 0002213,Online,WARE-XYS1001,2018-10-27,2019-01-29,2019-02-03,2019-02-08,3,0.05,1242.31,1701.8,94,5,5,104,0.3013740531751333,4850.129999999999,5105.4,3726.93,85.09,0.9041221595254,312.0,1.369867424394767,0.015068702658756667,0.0,-1.1667839207886594,-0.20564337610687344,-0.2789064461018557,-0.10435471054998366,-0.6214011840516445,-0.5034171773166278,390,403,117,39,0.65,16150.029999999999,22123.399999999998,1222,65,930,270,90,1.5,37269.299999999996,51054.0,2820,150,279,93,1.55,38511.61,52755.799999999996,2914,155,27,0.45,11180.789999999999,15316.199999999999,846,45,0.15000000000000002,3726.93,5105.4,282,15,62.1155,85.09,4.7,0.25,116777.14,6211.549999999999,159969.19999999998,8509.0,470
SO - 0002214,In-Store,WARE-NMK1003,2018-10-27,2019-01-29,2019-02-20,2019-02-26,1,0.1,944.7,1889.4,94,22,6,122,0.7999999999999999,1700.46,1889.4,944.7,188.94000000000003,0.7999999999999999,122.0,1.9999999999997882,0.08,0.0,0.2379668888183211,-1.1242955588127965,-1.1451392739463822,-1.2830804664960636,0.15828963247966507,-0.6057179800311921,96,356,32,2,0.2,1889.4,3778.8,188,44,8544,768,48,4.800000000000001,45345.600000000006,90691.20000000001,4512,1056,2848,178,17.8,168156.6,336313.2,16732,3916,16,1.6,15115.2,30230.4,1504,352,0.1,944.7,1889.4,94,22,94.47000000000001,188.94000000000003,9.4,2.2,88801.8,20783.4,177603.6,41566.8,2068
SO - 0002215,Wholesale,WARE-NMK1003,2018-10-27,2019-01-29,2019-02-18,2019-02-19,6,0.1,129.44,221.1,94,20,1,115,0.7307993389579891,1193.94,1326.6,689.8199999999999,22.11,4.384796033747935,690.0,1.923110376618315,0.07307993389579891,0.0,0.2379668888183211,-1.400351583475609,-1.4205027888069819,-1.51898787377842,-1.7680346791875343,1.201498851238371,81,4806,432,162,2.7,3494.88,5969.7,2538,540,534,48,18,0.30000000000000004,388.32,663.3,282,60,2848,1068,17.8,23040.32,39355.799999999996,16732,3560,96,1.6,2071.04,3537.6,1504,320,0.6000000000000001,776.64,1326.6,564,120,12.944,22.11,9.4,2.0,12167.36,2588.8,20783.399999999998,4422.0,1880
SO - 0002216,Online,WARE-NMK1003,2018-10-27,2019-01-29,2019-02-09,2019-02-12,3,0.1,492.45,984.9,94,11,3,108,0.7999999999999999,2659.23,2954.7,1477.35,98.49000000000001,2.4,324.0,1.9999999999995939,0.08,0.0,0.2379668888183211,-0.7515625045265742,-0.7730664727277005,-0.926739526458177,-0.4841884550792119,0.489229216518418,52,1495,351,39,1.3,6401.849999999999,12803.699999999999,1222,143,460,108,12,0.4,1969.8,3939.6,376,44,3105,345,11.5,56631.75,113263.5,10810,1265,81,2.7,13296.15,26592.3,2538,297,0.30000000000000004,1477.35,2954.7,282,33,49.245000000000005,98.49000000000001,9.4,1.1,46290.299999999996,5416.95,92580.59999999999,10833.9,1034
SO - 0002217,Wholesale,WARE-XYS1001,2018-10-27,2019-01-29,2019-02-14,2019-02-23,1,0.075,483.47,1098.8,94,16,9,119,1.1022814238732495,1016.39,1098.8,490.94700000000006,82.41,1.1022814238732495,119.0,2.272736674457097,0.0826711067904937,0.0,-0.3550422678826752,-1.5208251315255708,-1.560740799280575,-1.7612413241584624,-0.651089980154712,-0.32597977223186897,546,520,78,26,1.95,12570.220000000001,28568.8,2444,416,420,63,21,1.575,10152.87,23074.8,1974,336,60,20,1.5,9669.400000000001,21976.0,1880,320,3,0.22499999999999998,1450.41,3296.3999999999996,282,48,0.075,483.47,1098.8,94,16,36.26025,82.41,7.05,1.2,45446.18,7735.52,103287.2,17580.8,1504
SO - 0002218,In-Store,WARE-NMK1003,2018-10-27,2019-01-30,2019-02-18,2019-02-28,7,0.1,577.41,931.3,95,19,10,124,0.45160284719696575,5867.19,6519.099999999999,4041.87,93.13,3.1612199303787603,868.0,1.6128920524407937,0.045160284719696575,0.0,0.2379668888183211,-0.02121892427912424,-0.043168392901919976,-0.026371740451760717,-0.5369902107597154,0.8099595550685034,170,505,120,35,0.5,2887.0499999999997,4656.5,475,95,3434,816,238,3.4000000000000004,19631.94,31664.199999999997,3230,646,2424,707,10.100000000000001,58318.409999999996,94061.29999999999,9595,1919,168,2.4000000000000004,13857.84,22351.199999999997,2280,456,0.7000000000000001,4041.87,6519.099999999999,665,133,57.741,93.13,9.5,1.9000000000000001,54853.95,10970.789999999999,88473.5,17694.7,1805
SO - 0002219,Online,WARE-UHY1004,2018-10-27,2019-01-30,2019-02-24,2019-03-01,1,0.075,3646.4449999999997,5641.4,95,25,5,125,0.17088502505211245,5218.295,5641.4,4456.71,423.10499999999996,0.17088502505211245,125.0,1.2658216487049578,0.012816376878908433,0.0,-0.3550422678826752,-0.1354415927209596,-0.1837757178347344,0.06888338526933649,1.0269620688154821,-1.4256774028171333,738,3852,54,18,1.3499999999999999,65636.01,101545.2,1710,450,8774,123,41,3.0749999999999997,149504.245,231297.4,3895,1025,642,214,16.05,780339.23,1207259.5999999999,20330,5350,3,0.22499999999999998,10939.335,16924.199999999997,285,75,0.075,3646.4449999999997,5641.4,95,25,273.48337499999997,423.10499999999996,7.125,1.875,346412.27499999997,91161.125,535933.0,141035.0,2375
SO - 0002220,Distributor,WARE-PUJ1005,2018-10-27,2019-01-30,2019-02-22,2019-02-27,1,0.15,788.32,1065.3,95,23,5,123,0.14865156281712988,905.5049999999999,1065.3,788.32,159.795,0.14865156281712988,123.0,1.3513547797846872,0.022297734422569482,0.0,0.9975260600959536,-1.6053248310494204,-1.583371296530307,-1.4202826321513837,-0.011878096610318273,-1.4638343851484203,588,6636,63,21,3.15,16554.72,22371.3,1995,483,8848,84,28,4.2,22072.960000000003,29828.399999999998,2660,644,948,316,47.4,249109.12000000002,336634.8,30020,7268,3,0.44999999999999996,2364.96,3195.8999999999996,285,69,0.15,788.32,1065.3,95,23,118.248,159.795,14.25,3.4499999999999997,74890.40000000001,18131.36,101203.5,24501.899999999998,2185
SO - 0002221,In-Store,WARE-XYS1001,2018-10-27,2019-01-30,2019-02-08,2019-02-14,5,0.1,857.47,1058.6,95,9,6,110,0.11110592790418308,4763.7,5293.0,4287.35,105.86,0.5555296395209154,550.0,1.234562142115615,0.01111059279041831,0.0,0.2379668888183211,-0.22276775759607964,-0.24470104671804235,0.030936613020590257,-0.41554708246387084,-0.8764845735463482,56,336,32,40,0.8,6859.76,8468.8,760,72,294,28,35,0.7000000000000001,6002.29,7410.199999999999,665,63,168,210,4.2,36013.74,44461.2,3990,378,20,0.4,3429.88,4234.4,380,36,0.5,4287.35,5293.0,475,45,85.74700000000001,105.86,9.5,0.9,81459.65000000001,7717.2300000000005,100566.99999999999,9527.4,855
SO - 0002222,Wholesale,WARE-XYS1001,2018-10-27,2019-01-30,2019-02-19,2019-02-28,6,0.1,902.83,1842.5,95,20,9,124,0.8367245217815091,9949.5,11055.0,5416.9800000000005,184.25,5.020347130689055,744.0,2.040805024201451,0.08367245217815092,0.0,0.2379668888183211,0.5215239789535281,0.499909352670803,0.26356724867093545,0.13253736741469088,1.3650362749028628,513,540,243,162,2.7,24376.41,49747.5,2565,540,380,171,114,1.9000000000000001,17153.77,35007.5,1805,380,180,120,2.0,18056.600000000002,36850.0,1900,400,54,0.9,8125.47,16582.5,855,180,0.6000000000000001,5416.9800000000005,11055.0,570,120,90.28300000000002,184.25,9.5,2.0,85768.85,18056.600000000002,175037.5,36850.0,1900
SO - 0002223,In-Store,WARE-NMK1003,2018-10-27,2019-01-31,2019-02-19,2019-02-21,7,0.075,1619.26,2840.8,96,19,2,117,0.6228030087817894,18394.180000000004,19885.600000000002,11334.82,213.06,4.3596210614725255,819.0,1.7543816311153395,0.046710225658634204,0.0,-0.3550422678826752,1.2148928134576396,1.1619609072637667,1.0568445218929945,0.28246944329831974,1.1945526279985934,42,366,44,14,0.15,3238.52,5681.6,192,38,3843,462,147,1.575,34004.46,59656.8,2016,399,4026,1281,13.725,296324.58,519866.4,17568,3477,154,1.65,35623.72,62497.600000000006,2112,418,0.525,11334.82,19885.600000000002,672,133,121.44449999999999,213.06,7.199999999999999,1.425,155448.96,30765.94,272716.80000000005,53975.200000000004,1824
SO - 0002224,In-Store,WARE-MKL1006,2018-10-27,2019-01-31,2019-02-25,2019-03-07,4,0.075,2020.72,3886.0,96,25,10,131,0.778846153846154,14378.2,15544.0,8082.88,291.45,3.115384615384616,524.0,1.9230769230768279,0.058413461538461546,0.0,-0.3550422678826752,0.9285767324411165,0.8763584432339201,0.6820899521242142,0.6148793622614037,0.792697124372147,480,3380,250,40,0.75,20207.2,38860.0,960,250,16224,1200,192,3.5999999999999996,96994.56,186528.0,4608,1200,8450,1352,25.349999999999998,683003.36,1313468.0,32448,8450,100,1.875,50518.0,97150.0,2400,625,0.3,8082.88,15544.0,384,100,151.554,291.45,7.199999999999999,1.875,193989.12,50518.0,373056.0,97150.0,2400
SO - 0002225,Wholesale,WARE-PUJ1005,2018-10-27,2019-01-31,2019-02-13,2019-02-14,6,0.075,1084.19,1869.3,96,13,1,110,0.5948334701482212,10374.615,11215.8,6505.14,140.1975,3.569000820889327,660.0,1.7241442920519718,0.04461251026111659,0.0,-0.3550422678826752,0.5665560069231078,0.5154344501641344,0.451726879661308,-0.14237076898585427,0.9542070148954797,676,7254,728,156,1.95,28188.940000000002,48601.799999999996,2496,338,7254,728,156,1.95,28188.940000000002,48601.799999999996,2496,338,7812,1674,20.925,302489.01,521534.7,26784,3627,168,2.1,30357.32,52340.4,2688,364,0.44999999999999996,6505.14,11215.8,576,78,81.31425,140.1975,7.199999999999999,0.975,104082.24,14094.470000000001,179452.8,24300.899999999998,1248
